1100,1,2,1,1 1100,1,2,1,1 1100,1,2,1,1 1100,1,2,1,1 1100,1,2,1,1 1100,1,2,1,1 1100,1,2,1,1 1100,1,2,1,1 1100,1,2,1,1 1100,1,2,1,1
1100,1,2,1,1 1000,1,2,1,1 1100,1,2,1,1 1000,1,2,1,1 1100,1,2,1,1 1,1,2,1,1    1,1,2,1,1    1100,1,2,1,1 1,1,2,1,1    1100,1,2,1,1
1100,1,2,1,1 1,1,2,1,1    1100,1,2,1,1 1,1,2,1,1    1100,1,2,1,1 1,1,2,1,1    1,1,2,1,1    1001,1,2,1,1 1,1,2,1,1    1100,1,2,1,1
1100,1,2,1,1 1,1,2,1,1    1100,1,2,1,1 1,1,2,1,1    1,1,2,1,1    1,1,2,1,1    1,1,2,1,1    1100,1,2,1,1 1,1,2,1,1    1100,1,2,1,1
1100,1,2,1,1 1,1,2,1,1    1,1,2,1,1    1,1,2,1,1    1,1,2,1,1    1,1,2,1,1    1100,1,2,1,1 1,1,2,1,1    1100,1,2,1,1 1100,1,2,1,1
1100,1,2,1,1 1100,1,2,1,1 1000,1,2,1,1 1100,1,2,1,1 1,1,2,1,1    1,1,2,1,1    1001,1,2,1,1 1,1,2,1,1    1,1,2,1,1    1100,1,2,1,1
1100,1,2,1,1 1,1,2,1,1    1,1,2,1,2    1,1,2,1,1    1100,1,2,1,1 1000,1,2,1,1 1100,1,2,1,1 1,1,2,1,1    1,1,2,1,1    1100,1,2,1,1
1100,1,2,1,1 1100,1,2,1,1 1100,1,2,1,1 1,1,2,1,1    1001,1,2,1,1 1100,1,2,1,1 1,1,2,1,1    1100,1,2,1,1 1,1,2,1,1    1100,1,2,1,1
1100,1,2,1,1 1,1,2,1,1    1,1,2,1,1    1,1,2,1,1    1100,1,2,1,1 1,1,2,1,1    1,1,2,1,1    1,1,2,1,1    1,1,2,1,1    1100,1,2,1,1
1100,1,2,1,1 1100,1,2,1,1 1100,1,2,1,1 1100,1,2,1,1 1100,1,2,1,1 1100,1,2,1,1 1100,1,2,1,1 1100,1,2,1,1 1100,1,2,1,1 1100,1,2,1,1
